CUST_ID,ENT_ACCT_NUM,ENT_SEG_TYP,ENT_DTE,ENT_TME,ENT_SRC,ENT_AMT_TYP,ENT_AMT,ODR_LMT,ANT_LMT,UNP_BUFF,EB_BUFFER,OD_BUFFER,LB_LIMIT,RUN_LDG_XAU,Alert
712409826,23937063,VV,14013,007400000,SOI,4,3200,-10,-10,0,0,0,100,100,
3313765359,89078387,VV,14013,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
3313765359,89078387,VV,14013,006300000,SOI,3,3200,-10,-10,0,0,0,100,-3100,EB1
3313765359,89078387,VV,14013,007400000,SOI,4,1200,-10,-10,0,0,0,100,-2000,
3313765359,89078387,VV,14013,011150000,SOI,4,2100,-10,-10,0,0,0,100,100,
722409317,76937811,VV,14013,006300000,SOI,4,100,-10,-10,0,0,0,100,100,
722409317,76937811,VV,14013,007400000,SOI,3,700,-10,-10,0,0,0,100,-600,OD1
722409317,76937811,VV,14013,011150000,SOI,4,500,-10,-10,0,0,0,100,-200,
722409317,76937811,VV,14013,014300000,SOI,4,300,-10,-10,0,0,0,100,100,
227409713,96737118,FD,14013,006300000,SOI,4,100,-10,-10,0,0,0,100,100,
227409713,96737118,FD,14013,011150000,SOI,3,1000,-10,-10,0,0,0,100,-900,OD1
227409713,96737118,FD,14013,014300000,SOI,3,1200,-10,-10,0,0,0,100,-2100,OD2
227409713,96737118,FD,14013,016300000,SOI,4,2200,-10,-10,0,0,0,100,100,
1333765953,98078783,FD,14014,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
1333765953,98078783,FD,14014,006300000,SOI,3,110,-10,-10,0,0,0,100,-10,LB
1333765953,98078783,FD,14014,007400000,SOI,3,100,-10,-10,0,0,0,100,-110,OD1
1333765953,98078783,FD,14014,011150000,SOI,3,3000,-10,-10,0,0,0,100,-3110,EB1
1333765953,98078783,FD,14014,014300000,SOI,4,2110,-10,-10,0,0,0,100,-1000,
1333765953,98078783,FD,14014,017310000,SOI,4,1100,-10,-10,0,0,0,100,100,
520138233,21351625,FD,14014,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
520138233,21351625,FD,14014,006300000,SOI,3,700,-10,-10,0,0,0,100,-600,OD1
520138233,21351625,FD,14014,007400000,SOI,4,500,-10,-10,0,0,0,100,-100,
520138233,21351625,FD,14014,011150000,SOI,4,200,-10,-10,0,0,0,100,100,
712409826,23937063,FD,14014,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
712409826,23937063,FD,14014,006300000,SOI,3,105,-10,-10,0,0,0,100,-5,LB
712409826,23937063,FD,14014,007400000,SOI,3,300,-10,-10,0,0,0,100,-305,OD1
712409826,23937063,FD,14014,011150000,SOI,3,1000,-10,-10,0,0,0,100,-1305,OD2
712409826,23937063,FD,14014,014300000,SOI,3,1800,-10,-10,0,0,0,100,-3105,EB1
712409826,23937063,FD,14014,016300000,SOI,4,1105,-10,-10,0,0,0,100,-2000,
712409826,23937063,FD,14014,017310000,SOI,4,1000,-10,-10,0,0,0,100,-1000,
712409826,23937063,FD,14014,019000000,SOI,4,1100,-10,-10,0,0,0,100,100,
1686535849,12106697,VV,14014,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
1686535849,12106697,VV,14014,006300000,SOI,3,3500,-10,-10,0,0,0,100,-3400,EB2
1686535849,12106697,VV,14014,007400000,SOI,4,400,-10,-10,0,0,0,100,-3000,
1686535849,12106697,VV,14014,011150000,SOI,4,2000,-10,-10,0,0,0,100,-1000,
1686535849,12106697,VV,14014,014300000,SOI,3,200,-10,-10,0,0,0,100,-1200,
1686535849,12106697,VV,14014,017310000,SOI,4,1300,-10,-10,0,0,0,100,100,
810138187,13351747,VV,14015,000000000,SOI,4,100,-10,0,0,0,0,100,100,
810138187,13351747,VV,14015,006300000,SOI,3,1400,-10,0,0,0,0,100,-1300,OD2
810138187,13351747,VV,14015,007400000,SOI,3,400,-10,0,0,0,0,100,-1700,
810138187,13351747,VV,14015,011150000,SOI,3,500,-10,0,0,0,0,100,-2200,OD3
810138187,13351747,VV,14015,014300000,SOI,3,510,-10,0,0,0,0,100,-2710,NOD
810138187,13351747,VV,14015,017300000,SOI,4,410,-10,0,0,0,0,100,-2300,
810138187,13351747,VV,14015,018300000,SOI,4,1300,-10,0,0,0,0,100,-1000,
810138187,13351747,VV,14015,021000000,SOI,4,1100,-10,0,0,0,0,100,100,
